,date,vix,vixo,vixh,vixl
7131,2002-02-22,22.86,24.04,24.44,22.75
7132,2002-02-22,22.86,24.04,24.44,22.75
7133,2002-02-25,21.84,23.09,23.11,21.42
7134,2002-02-25,21.84,23.09,23.11,21.42
7135,2002-02-26,21.68,21.36,22.25,21.35
7136,2002-02-26,21.68,21.36,22.25,21.35
7137,2002-02-27,21.49,21.18,22.42,20.82
7138,2002-02-27,21.49,21.18,22.42,20.82
7139,2002-02-28,21.59,21.12,21.59,20.71
7140,2002-02-28,21.59,21.12,21.59,20.71
7141,2002-03-01,19.96,21.06,21.06,19.88
7142,2002-03-01,19.96,21.06,21.06,19.88
7143,2002-03-04,20.5,20.69,20.95,20.35
7144,2002-03-04,20.5,20.69,20.95,20.35
7145,2002-03-05,20.3,20.76,21.12,20.24
7146,2002-03-05,20.3,20.76,21.12,20.24
7147,2002-03-06,19.94,20.27,20.49,19.55
7148,2002-03-06,19.94,20.27,20.49,19.55
7149,2002-03-07,20.04,20.72,20.81,19.97
7150,2002-03-07,20.04,20.72,20.81,19.97
7151,2002-03-08,19.27,19.76,20.22,19.27
7152,2002-03-08,19.27,19.76,20.22,19.27
7153,2002-03-11,19.84,20.66,20.77,19.56
7154,2002-03-11,19.84,20.66,20.77,19.56
7155,2002-03-12,19.59,20.52,20.57,19.51
7156,2002-03-12,19.59,20.52,20.57,19.51
7157,2002-03-13,19.46,19.83,19.89,19.4
7158,2002-03-13,19.46,19.83,19.89,19.4
7159,2002-03-14,19.2,19.45,19.56,18.98
7160,2002-03-14,19.2,19.45,19.56,18.98
7161,2002-03-15,18.42,18.77,18.84,18.38
7162,2002-03-15,18.42,18.77,18.84,18.38
7163,2002-03-18,18.93,18.79,19.4,18.74
7164,2002-03-18,18.93,18.79,19.4,18.74
7165,2002-03-19,18.16,18.5,18.66,18.09
7166,2002-03-19,18.16,18.5,18.66,18.09
7167,2002-03-20,18.46,18.7,18.75,18.33
7168,2002-03-20,18.46,18.7,18.75,18.33
7169,2002-03-21,18.15,18.61,18.84,18.14
7170,2002-03-21,18.15,18.61,18.84,18.14
7171,2002-03-22,17.77,18.34,18.38,17.62
7172,2002-03-22,17.77,18.34,18.38,17.62
7173,2002-03-25,18.48,18.18,18.72,18.04
7174,2002-03-25,18.48,18.18,18.72,18.04
7175,2002-03-26,18.13,18.44,18.44,17.81
7176,2002-03-26,18.13,18.44,18.44,17.81
7177,2002-03-27,17.7,18.1,18.16,17.55
7178,2002-03-27,17.7,18.1,18.16,17.55
7179,2002-03-28,17.4,17.23,17.51,17.02
7180,2002-03-28,17.4,17.23,17.51,17.02
7181,2002-04-01,18.73,18.99,19.5,18.61
7182,2002-04-01,18.73,18.99,19.5,18.61
7183,2002-04-02,19.16,19.12,19.41,19.12
7184,2002-04-02,19.16,19.12,19.41,19.12
7185,2002-04-03,20.2,19.41,20.47,19.4
7186,2002-04-03,20.2,19.41,20.47,19.4
7187,2002-04-04,19.78,19.9,20.09,19.46
7188,2002-04-04,19.78,19.9,20.09,19.46
7189,2002-04-05,19.13,19.33,19.4,18.78
7190,2002-04-05,19.13,19.33,19.4,18.78
7191,2002-04-08,19.61,20.35,20.46,19.57
7192,2002-04-08,19.61,20.35,20.46,19.57
7193,2002-04-09,19.47,19.31,19.73,19.3
7194,2002-04-09,19.47,19.31,19.73,19.3
7195,2002-04-10,18.19,19.22,19.28,18.17
7196,2002-04-10,18.19,19.22,19.28,18.17
7197,2002-04-11,20.3,18.72,20.35,18.56
7198,2002-04-11,20.3,18.72,20.35,18.56
7199,2002-04-12,19.42,19.96,20.19,19.31
7200,2002-04-12,19.42,19.96,20.19,19.31
7201,2002-04-15,19.82,20.13,20.2,19.47
7202,2002-04-15,19.82,20.13,20.2,19.47
7203,2002-04-16,18.11,18.58,19.03,18.06
7204,2002-04-16,18.11,18.58,19.03,18.06
7205,2002-04-17,18.43,18.34,19.03,17.9
7206,2002-04-17,18.43,18.34,19.03,17.9
7207,2002-04-18,19.29,17.82,19.8,17.82
7208,2002-04-18,19.29,17.82,19.8,17.82
7209,2002-04-19,18.3,18.41,18.96,17.73
7210,2002-04-19,18.3,18.41,18.96,17.73
7211,2002-04-22,19.77,19.41,20.09,19.34
7212,2002-04-22,19.77,19.41,20.09,19.34
7213,2002-04-23,20.28,19.23,20.33,19.2
7214,2002-04-23,20.28,19.23,20.33,19.2
7215,2002-04-24,20.77,20.01,20.86,19.71
7216,2002-04-24,20.77,20.01,20.86,19.71
7217,2002-04-25,20.95,21.56,21.7,20.86
7218,2002-04-25,20.95,21.56,21.7,20.86
7219,2002-04-26,22.14,20.72,22.14,20.67
7220,2002-04-26,22.14,20.72,22.14,20.67
7221,2002-04-29,24.05,23.23,24.5,22.91
7222,2002-04-29,24.05,23.23,24.5,22.91
7223,2002-04-30,21.91,24.03,24.03,21.64
7224,2002-04-30,21.91,24.03,24.03,21.64
7225,2002-05-01,20.06,21.44,22.03,19.91
7226,2002-05-01,20.06,21.44,22.03,19.91
7227,2002-05-02,20.07,20.11,20.51,19.91
7228,2002-05-02,20.07,20.11,20.51,19.91
7229,2002-05-03,20.19,20.25,20.96,20.05
7230,2002-05-03,20.19,20.25,20.96,20.05
7231,2002-05-06,22.56,20.99,22.57,20.83
7232,2002-05-06,22.56,20.99,22.57,20.83
7233,2002-05-07,21.94,22.38,22.59,21.64
7234,2002-05-07,21.94,22.38,22.59,21.64
7235,2002-05-08,20.39,21.3,21.31,20.21
7236,2002-05-08,20.39,21.3,21.31,20.21
7237,2002-05-09,21.56,20.84,21.62,20.83
7238,2002-05-09,21.56,20.84,21.62,20.83
7239,2002-05-10,22.41,21.83,22.71,21.77
7240,2002-05-10,22.41,21.83,22.71,21.77
7241,2002-05-13,20.72,22.25,22.25,20.67
7242,2002-05-13,20.72,22.25,22.25,20.67
7243,2002-05-14,19.35,19.87,20.08,19.2
7244,2002-05-14,19.35,19.87,20.08,19.2
7245,2002-05-15,19.19,19.5,19.65,18.5
7246,2002-05-15,19.19,19.5,19.65,18.5
7247,2002-05-16,18.5,19.31,19.31,18.48
7248,2002-05-16,18.5,19.31,19.31,18.48
7249,2002-05-17,17.7,18.01,18.57,17.7
7250,2002-05-17,17.7,18.01,18.57,17.7
7251,2002-05-20,19.24,18.76,19.42,18.76
7252,2002-05-20,19.24,18.76,19.42,18.76
7253,2002-05-21,20.05,19.04,20.11,18.99
7254,2002-05-21,20.05,19.04,20.11,18.99
7255,2002-05-22,19.58,20.25,20.71,19.54
7256,2002-05-22,19.58,20.25,20.71,19.54
7257,2002-05-23,18.23,19.05,19.16,18.19
7258,2002-05-23,18.23,19.05,19.16,18.19
7259,2002-05-24,18.9,18.22,19.03,18.22
7260,2002-05-24,18.9,18.22,19.03,18.22
7261,2002-05-28,20.31,20.21,20.77,20.07
7262,2002-05-28,20.31,20.21,20.77,20.07
7263,2002-05-29,20.39,20.41,20.79,19.73
7264,2002-05-29,20.39,20.41,20.79,19.73
7265,2002-05-30,20.61,20.88,21.58,20.42
7266,2002-05-30,20.61,20.88,21.58,20.42
7267,2002-05-31,19.98,20.26,20.26,19.43
7268,2002-05-31,19.98,20.26,20.26,19.43
7269,2002-06-03,23.37,20.98,23.37,20.62
7270,2002-06-03,23.37,20.98,23.37,20.62
7271,2002-06-04,23.89,23.6,24.82,23.31
7272,2002-06-04,23.89,23.6,24.82,23.31
7273,2002-06-05,22.61,23.52,23.77,22.46
7274,2002-06-05,22.61,23.52,23.77,22.46
7275,2002-06-06,24.16,22.97,24.64,22.94
7276,2002-06-06,24.16,22.97,24.64,22.94
7277,2002-06-07,23.51,25.96,26.15,22.98
7278,2002-06-07,23.51,25.96,26.15,22.98
7279,2002-06-10,23.72,24.18,24.28,23.05
7280,2002-06-10,23.72,24.18,24.28,23.05
7281,2002-06-11,24.45,23.11,24.5,22.81
7282,2002-06-11,24.45,23.11,24.5,22.81
7283,2002-06-12,24.15,24.18,25.5,23.85
7284,2002-06-12,24.15,24.18,25.5,23.85
7285,2002-06-13,25.02,24.65,25.56,23.97
7286,2002-06-13,25.02,24.65,25.56,23.97
7287,2002-06-14,25.96,28.43,28.78,25.8
7288,2002-06-14,25.96,28.43,28.78,25.8
7289,2002-06-17,24.64,25.92,25.92,24.6
7290,2002-06-17,24.64,25.92,25.92,24.6
7291,2002-06-18,24.24,24.75,24.81,24.06
7292,2002-06-18,24.24,24.75,24.81,24.06
7293,2002-06-19,26.06,25.05,26.08,24.65
7294,2002-06-19,26.06,25.05,26.08,24.65
7295,2002-06-20,27.48,26.1,27.56,26.0
7296,2002-06-20,27.48,26.1,27.56,26.0
7297,2002-06-21,27.23,28.38,28.5,26.84
7298,2002-06-21,27.23,28.38,28.5,26.84
7299,2002-06-24,26.98,27.93,29.02,26.46
7300,2002-06-24,26.98,27.93,29.02,26.46
7301,2002-06-25,27.84,26.41,27.92,25.49
7302,2002-06-25,27.84,26.41,27.92,25.49
7303,2002-06-26,28.42,29.99,30.98,28.41
7304,2002-06-26,28.42,29.99,30.98,28.41
7305,2002-06-27,26.29,27.67,29.24,26.29
7306,2002-06-27,26.29,27.67,29.24,26.29
7307,2002-06-28,25.4,25.74,25.88,24.88
7308,2002-06-28,25.4,25.74,25.88,24.88
7309,2002-07-01,27.11,25.71,27.16,25.63
7310,2002-07-01,27.11,25.71,27.16,25.63
7311,2002-07-02,28.96,27.56,29.78,27.56
7312,2002-07-02,28.96,27.56,29.78,27.56
7313,2002-07-03,29.42,28.88,31.03,28.76
7314,2002-07-03,29.42,28.88,31.03,28.76
7315,2002-07-05,27.11,27.3,27.3,25.68
7316,2002-07-05,27.11,27.3,27.3,25.68
7317,2002-07-08,28.25,28.54,28.78,27.88
7318,2002-07-08,28.25,28.54,28.78,27.88
7319,2002-07-09,30.22,27.96,30.34,27.79
7320,2002-07-09,30.22,27.96,30.34,27.79
7321,2002-07-10,34.1,31.4,34.17,30.77
7322,2002-07-10,34.1,31.4,34.17,30.77
7323,2002-07-11,33.85,34.42,36.35,33.85
7324,2002-07-11,33.85,34.42,36.35,33.85
7325,2002-07-12,32.94,34.3,34.3,32.41
7326,2002-07-12,32.94,34.3,34.3,32.41
7327,2002-07-15,35.03,35.07,38.38,34.86
7328,2002-07-15,35.03,35.07,38.38,34.86
7329,2002-07-16,36.65,35.97,36.82,35.2
7330,2002-07-16,36.65,35.97,36.82,35.2
7331,2002-07-17,35.45,34.25,36.73,33.62
7332,2002-07-17,35.45,34.25,36.73,33.62
7333,2002-07-18,35.12,35.2,35.42,33.45
7334,2002-07-18,35.12,35.2,35.42,33.45
7335,2002-07-19,38.17,36.42,38.17,35.98
7336,2002-07-19,38.17,36.42,38.17,35.98
7337,2002-07-22,41.87,39.13,42.58,38.57
7338,2002-07-22,41.87,39.13,42.58,38.57
7339,2002-07-23,44.92,42.27,46.13,42.05
7340,2002-07-23,44.92,42.27,46.13,42.05
7341,2002-07-24,39.86,48.17,48.46,39.83
7342,2002-07-24,39.86,48.17,48.46,39.83
7343,2002-07-25,39.27,40.65,42.05,38.89
7344,2002-07-25,39.27,40.65,42.05,38.89
7345,2002-07-26,35.51,38.61,38.8,35.51
7346,2002-07-26,35.51,38.61,38.8,35.51
7347,2002-07-29,31.33,33.89,33.89,31.19
7348,2002-07-29,31.33,33.89,33.89,31.19
7349,2002-07-30,31.92,32.04,32.77,30.6
7350,2002-07-30,31.92,32.04,32.77,30.6
7351,2002-07-31,32.03,32.78,33.68,32.03
7352,2002-07-31,32.03,32.78,33.68,32.03
7353,2002-08-01,36.95,32.77,36.95,32.77
7354,2002-08-01,36.95,32.77,36.95,32.77
7355,2002-08-02,41.29,37.53,43.93,36.86
7356,2002-08-02,41.29,37.53,43.93,36.86
7357,2002-08-05,45.08,41.95,45.21,41.77
7358,2002-08-05,45.08,41.95,45.21,41.77
7359,2002-08-06,42.03,43.06,43.06,40.28
7360,2002-08-06,42.03,43.06,43.06,40.28
7361,2002-08-07,38.73,40.72,41.37,38.65
7362,2002-08-07,38.73,40.72,41.37,38.65
7363,2002-08-08,36.33,38.53,39.06,36.19
7364,2002-08-08,36.33,38.53,39.06,36.19
7365,2002-08-09,35.33,37.41,37.48,34.69
7366,2002-08-09,35.33,37.41,37.48,34.69
7367,2002-08-12,37.05,37.23,37.52,36.83
7368,2002-08-12,37.05,37.23,37.52,36.83
7369,2002-08-13,35.82,37.24,37.31,34.2
7370,2002-08-13,35.82,37.24,37.31,34.2
7371,2002-08-14,32.36,35.56,35.99,32.35
7372,2002-08-14,32.36,35.56,35.99,32.35
7373,2002-08-15,29.43,31.9,32.1,29.43
7374,2002-08-15,29.43,31.9,32.1,29.43
7375,2002-08-16,28.81,29.88,29.95,28.01
7376,2002-08-16,28.81,29.88,29.95,28.01
7377,2002-08-19,28.61,29.6,29.73,28.29
7378,2002-08-19,28.61,29.6,29.73,28.29
7379,2002-08-20,29.59,29.52,30.22,29.18
7380,2002-08-20,29.59,29.52,30.22,29.18
7381,2002-08-21,28.23,29.18,30.06,28.07
7382,2002-08-21,28.23,29.18,30.06,28.07
7383,2002-08-22,27.75,28.64,28.64,27.61
7384,2002-08-22,27.75,28.64,28.64,27.61
7385,2002-08-23,29.32,28.08,29.54,28.08
7386,2002-08-23,29.32,28.08,29.54,28.08
7387,2002-08-26,29.89,30.73,31.93,29.63
7388,2002-08-26,29.89,30.73,31.93,29.63
7389,2002-08-27,30.11,29.89,30.8,29.53
7390,2002-08-27,30.11,29.89,30.8,29.53
7391,2002-08-28,33.32,31.24,33.6,31.19
7392,2002-08-28,33.32,31.24,33.6,31.19
7393,2002-08-29,33.67,35.42,35.42,33.21
7394,2002-08-29,33.67,35.42,35.42,33.21
7395,2002-08-30,32.64,33.64,33.64,31.93
7396,2002-08-30,32.64,33.64,33.64,31.93
7397,2002-09-03,39.97,37.12,39.97,37.12
7398,2002-09-03,39.97,37.12,39.97,37.12
7399,2002-09-04,37.44,39.21,39.71,37.05
7400,2002-09-04,37.44,39.21,39.71,37.05
7401,2002-09-05,38.86,39.58,40.41,38.21
7402,2002-09-05,38.86,39.58,40.41,38.21
7403,2002-09-06,36.33,36.88,37.35,35.99
7404,2002-09-06,36.33,36.88,37.35,35.99
7405,2002-09-09,36.45,39.1,39.63,36.04
7406,2002-09-09,36.45,39.1,39.63,36.04
7407,2002-09-10,35.08,35.98,35.98,35.08
7408,2002-09-10,35.08,35.98,35.98,35.08
7409,2002-09-11,34.81,35.98,34.81,33.72
7410,2002-09-11,34.81,35.98,34.81,33.72
7411,2002-09-12,37.5,36.24,37.74,36.1
7412,2002-09-12,37.5,36.24,37.74,36.1
7413,2002-09-13,35.82,38.22,38.52,35.82
7414,2002-09-13,35.82,38.22,38.52,35.82
7415,2002-09-16,36.74,37.34,38.55,36.64
7416,2002-09-16,36.74,37.34,38.55,36.64
7417,2002-09-17,38.01,35.87,38.06,35.79
7418,2002-09-17,38.01,35.87,38.06,35.79
7419,2002-09-18,37.52,38.68,39.71,36.96
7420,2002-09-18,37.52,38.68,39.71,36.96
7421,2002-09-19,40.65,39.92,40.7,38.92
7422,2002-09-19,40.65,39.92,40.7,38.92
7423,2002-09-20,38.98,39.93,40.23,38.72
7424,2002-09-20,38.98,39.93,40.23,38.72
7425,2002-09-23,39.68,40.78,41.18,39.26
7426,2002-09-23,39.68,40.78,41.18,39.26
7427,2002-09-24,40.52,40.95,41.34,39.57
7428,2002-09-24,40.52,40.95,41.34,39.57
7429,2002-09-25,37.33,39.65,39.92,36.79
7430,2002-09-25,37.33,39.65,39.92,36.79
7431,2002-09-26,34.6,36.09,36.15,34.6
7432,2002-09-26,34.6,36.09,36.15,34.6
7433,2002-09-27,36.97,35.07,36.97,33.96
7434,2002-09-27,36.97,35.07,36.97,33.96
7435,2002-09-30,39.69,41.07,41.86,38.89
7436,2002-09-30,39.69,41.07,41.86,38.89
7437,2002-10-01,34.12,37.25,37.61,33.77
7438,2002-10-01,34.12,37.25,37.61,33.77
7439,2002-10-02,36.83,35.16,36.97,34.42
7440,2002-10-02,36.83,35.16,36.97,34.42
7441,2002-10-03,37.31,37.33,37.75,36.11
7442,2002-10-03,37.31,37.33,37.75,36.11
7443,2002-10-04,39.46,39.18,40.29,38.67
7444,2002-10-04,39.46,39.18,40.29,38.67
7445,2002-10-07,42.64,41.65,42.95,41.04
7446,2002-10-07,42.64,41.65,42.95,41.04
7447,2002-10-08,41.02,42.09,43.44,39.96
7448,2002-10-08,41.02,42.09,43.44,39.96
7449,2002-10-09,42.13,42.25,42.58,41.21
7450,2002-10-09,42.13,42.25,42.58,41.21
7451,2002-10-10,37.55,39.13,39.39,37.54
7452,2002-10-10,37.55,39.13,39.39,37.54
7453,2002-10-11,35.7,36.36,36.53,35.2
7454,2002-10-11,35.7,36.36,36.53,35.2
7455,2002-10-14,36.04,36.92,37.18,36.02
7456,2002-10-14,36.04,36.92,37.18,36.02
7457,2002-10-15,34.02,34.36,34.71,33.79
7458,2002-10-15,34.02,34.36,34.71,33.79
7459,2002-10-16,36.0,34.91,36.27,34.91
7460,2002-10-16,36.0,34.91,36.27,34.91
7461,2002-10-17,34.1,34.77,35.13,33.93
7462,2002-10-17,34.1,34.77,35.13,33.93
7463,2002-10-18,33.53,34.6,34.73,33.34
7464,2002-10-18,33.53,34.6,34.73,33.34
7465,2002-10-21,33.11,35.34,35.55,33.0
7466,2002-10-21,33.11,35.34,35.55,33.0
7467,2002-10-22,34.09,34.39,34.76,33.61
7468,2002-10-22,34.09,34.39,34.76,33.61
7469,2002-10-23,33.2,34.06,35.61,33.2
7470,2002-10-23,33.2,34.06,35.61,33.2
7471,2002-10-24,34.03,32.99,34.43,32.53
7472,2002-10-24,34.03,32.99,34.43,32.53
7473,2002-10-25,30.0,33.37,33.37,29.88
7474,2002-10-25,30.0,33.37,33.37,29.88
7475,2002-10-28,31.07,30.78,31.67,30.31
7476,2002-10-28,31.07,30.78,31.67,30.31
7477,2002-10-29,32.27,31.53,33.53,31.53
7478,2002-10-29,32.27,31.53,33.53,31.53
7479,2002-10-30,31.23,32.5,32.5,30.79
7480,2002-10-30,31.23,32.5,32.5,30.79
7481,2002-10-31,31.14,31.57,31.57,29.69
7482,2002-10-31,31.14,31.57,31.57,29.69
7483,2002-11-01,29.3,31.57,31.7,28.62
7484,2002-11-01,29.3,31.57,31.7,28.62
7485,2002-11-04,30.82,29.81,30.9,28.83
7486,2002-11-04,30.82,29.81,30.9,28.83
7487,2002-11-05,31.23,31.01,31.72,30.43
7488,2002-11-05,31.23,31.01,31.72,30.43
7489,2002-11-06,30.73,31.89,32.6,30.71
7490,2002-11-06,30.73,31.89,32.6,30.71
7491,2002-11-07,31.42,31.42,31.85,30.76
7492,2002-11-07,31.42,31.42,31.85,30.76
7493,2002-11-08,29.41,30.39,31.03,29.1
7494,2002-11-08,29.41,30.39,31.03,29.1
7495,2002-11-11,31.3,30.63,31.64,30.41
7496,2002-11-11,31.3,30.63,31.64,30.41
7497,2002-11-12,30.58,31.09,31.2,29.75
7498,2002-11-12,30.58,31.09,31.2,29.75
7499,2002-11-13,31.24,31.21,31.9,30.5
7500,2002-11-13,31.24,31.21,31.9,30.5
7501,2002-11-14,28.67,29.69,29.76,28.65
7502,2002-11-14,28.67,29.69,29.76,28.65
7503,2002-11-15,26.65,27.92,28.23,26.44
7504,2002-11-15,26.65,27.92,28.23,26.44
7505,2002-11-18,27.66,27.09,27.66,26.73
7506,2002-11-18,27.66,27.09,27.66,26.73
7507,2002-11-19,27.41,28.12,28.15,26.63
7508,2002-11-19,27.41,28.12,28.15,26.63
7509,2002-11-20,25.32,26.93,26.93,25.06
7510,2002-11-20,25.32,26.93,26.93,25.06
7511,2002-11-21,23.81,24.6,24.75,23.41
7512,2002-11-21,23.81,24.6,24.75,23.41
7513,2002-11-22,23.16,23.99,24.22,23.05
7514,2002-11-22,23.16,23.99,24.22,23.05
7515,2002-11-25,24.07,23.92,25.42,23.62
7516,2002-11-25,24.07,23.92,25.42,23.62
7517,2002-11-26,25.97,24.56,26.15,24.56
7518,2002-11-26,25.97,24.56,26.15,24.56
7519,2002-11-27,27.25,25.15,27.42,23.97
7520,2002-11-27,27.25,25.15,27.42,23.97
7521,2002-11-29,27.5,27.1,27.7,26.84
7522,2002-11-29,27.5,27.1,27.7,26.84
7523,2002-12-02,27.46,28.35,28.61,27.28
7524,2002-12-02,27.46,28.35,28.61,27.28
7525,2002-12-03,28.33,27.79,28.41,27.47
7526,2002-12-03,28.33,27.79,28.41,27.47
7527,2002-12-04,28.92,29.1,29.51,28.27
7528,2002-12-04,28.92,29.1,29.51,28.27
7529,2002-12-05,30.1,29.5,30.2,29.26
7530,2002-12-05,30.1,29.5,30.2,29.26
7531,2002-12-06,28.88,30.64,30.64,28.77
7532,2002-12-06,28.88,30.64,30.64,28.77
7533,2002-12-09,30.78,30.07,31.2,29.99
7534,2002-12-09,30.78,30.07,31.2,29.99
7535,2002-12-10,28.76,30.44,30.49,28.65
7536,2002-12-10,28.76,30.44,30.49,28.65
7537,2002-12-11,27.76,28.92,29.0,27.55
7538,2002-12-11,27.76,28.92,29.0,27.55
7539,2002-12-12,27.29,27.95,28.16,27.23
7540,2002-12-12,27.29,27.95,28.16,27.23
7541,2002-12-13,28.18,28.01,28.67,27.56
7542,2002-12-13,28.18,28.01,28.67,27.56
7543,2002-12-16,26.24,28.25,28.29,26.22
7544,2002-12-16,26.24,28.25,28.29,26.22
7545,2002-12-17,26.66,26.25,26.82,25.9
7546,2002-12-17,26.66,26.25,26.82,25.9
7547,2002-12-18,28.29,27.29,28.55,27.29
7548,2002-12-18,28.29,27.29,28.55,27.29
7549,2002-12-19,30.21,28.26,30.84,27.88
7550,2002-12-19,30.21,28.26,30.84,27.88
7551,2002-12-20,26.71,28.59,28.75,26.59
7552,2002-12-20,26.71,28.59,28.75,26.59
7553,2002-12-23,26.2,27.61,27.69,25.87
7554,2002-12-23,26.2,27.61,27.69,25.87
7555,2002-12-24,26.49,26.39,26.82,26.38
7556,2002-12-24,26.49,26.39,26.82,26.38
7557,2002-12-26,27.37,26.32,27.57,26.16
7558,2002-12-26,27.37,26.32,27.57,26.16
7559,2002-12-27,29.55,27.72,29.97,27.52
7560,2002-12-27,29.55,27.72,29.97,27.52
7561,2002-12-30,29.62,30.69,30.83,29.47
7562,2002-12-30,29.62,30.69,30.83,29.47
7563,2002-12-31,28.62,29.08,29.62,28.6
7564,2002-12-31,28.62,29.08,29.62,28.6
7565,2003-01-02,25.39,28.74,28.74,25.32
7566,2003-01-02,25.39,28.74,28.74,25.32
7567,2003-01-03,24.68,25.55,25.55,24.68
7568,2003-01-03,24.68,25.55,25.55,24.68
7569,2003-01-06,24.91,25.32,25.42,24.29
7570,2003-01-06,24.91,25.32,25.42,24.29
7571,2003-01-07,25.13,25.13,25.69,24.91
7572,2003-01-07,25.13,25.13,25.69,24.91
7573,2003-01-08,25.53,25.62,25.76,25.07
7574,2003-01-08,25.53,25.62,25.76,25.07
7575,2003-01-09,24.25,24.9,24.9,24.02
7576,2003-01-09,24.25,24.9,24.9,24.02
7577,2003-01-10,24.32,24.62,24.69,24.15
7578,2003-01-10,24.32,24.62,24.69,24.15
7579,2003-01-13,24.9,24.95,25.48,24.68
7580,2003-01-13,24.9,24.95,25.48,24.68
7581,2003-01-14,24.57,25.01,25.09,24.38
7582,2003-01-14,24.57,25.01,25.09,24.38
7583,2003-01-15,25.51,24.85,26.01,24.85
7584,2003-01-15,25.51,24.85,26.01,24.85
7585,2003-01-16,25.01,24.92,25.8,24.69
7586,2003-01-16,25.01,24.92,25.8,24.69
7587,2003-01-17,25.7,25.39,26.0,25.2
7588,2003-01-17,25.7,25.39,26.0,25.2
7589,2003-01-21,27.59,26.75,27.7,26.73
7590,2003-01-21,27.59,26.75,27.7,26.73
7591,2003-01-22,29.01,28.16,29.08,27.77
7592,2003-01-22,29.01,28.16,29.08,27.77
7593,2003-01-23,27.53,28.72,29.19,27.35
7594,2003-01-23,27.53,28.72,29.19,27.35
7595,2003-01-24,31.51,28.47,32.41,28.45
7596,2003-01-24,31.51,28.47,32.41,28.45
7597,2003-01-27,34.69,33.31,35.33,32.97
7598,2003-01-27,34.69,33.31,35.33,32.97
7599,2003-01-28,31.93,34.42,34.47,31.82
7600,2003-01-28,31.93,34.42,34.47,31.82
7601,2003-01-29,31.26,32.45,33.24,31.05
7602,2003-01-29,31.26,32.45,33.24,31.05
7603,2003-01-30,31.32,31.38,31.5,30.66
7604,2003-01-30,31.32,31.38,31.5,30.66
7605,2003-01-31,31.17,31.15,31.66,30.61
7606,2003-01-31,31.17,31.15,31.66,30.61
7607,2003-02-03,31.02,32.45,32.45,30.87
7608,2003-02-03,31.02,32.45,32.45,30.87
7609,2003-02-04,32.76,32.74,33.37,32.7
7610,2003-02-04,32.76,32.74,33.37,32.7
7611,2003-02-05,33.04,32.76,33.22,31.98
7612,2003-02-05,33.04,32.76,33.22,31.98
7613,2003-02-06,33.35,34.03,34.24,33.12
7614,2003-02-06,33.35,34.03,34.24,33.12
7615,2003-02-07,34.01,33.3,34.31,33.19
7616,2003-02-07,34.01,33.3,34.31,33.19
7617,2003-02-10,33.99,35.21,35.66,33.99
7618,2003-02-10,33.99,35.21,35.66,33.99
7619,2003-02-11,33.68,33.18,33.97,32.72
7620,2003-02-11,33.68,33.18,33.97,32.72
7621,2003-02-12,34.33,33.88,34.33,33.77
7622,2003-02-12,34.33,33.88,34.33,33.77
7623,2003-02-13,33.7,34.99,35.2,33.33
7624,2003-02-13,33.7,34.99,35.2,33.33
7625,2003-02-14,32.62,33.74,33.94,32.42
7626,2003-02-14,32.62,33.74,33.94,32.42
7627,2003-02-18,31.11,32.12,32.12,31.11
7628,2003-02-18,31.11,32.12,32.12,31.11
7629,2003-02-19,31.31,31.17,31.72,31.13
7630,2003-02-19,31.31,31.17,31.72,31.13
7631,2003-02-20,31.16,30.97,31.27,30.86
7632,2003-02-20,31.16,30.97,31.27,30.86
7633,2003-02-21,30.25,30.98,31.65,30.16
7634,2003-02-21,30.25,30.98,31.65,30.16
7635,2003-02-24,31.98,31.46,32.31,31.46
7636,2003-02-24,31.98,31.46,32.31,31.46
7637,2003-02-25,31.74,32.71,33.06,31.6
7638,2003-02-25,31.74,32.71,33.06,31.6
7639,2003-02-26,31.94,32.12,32.21,31.75
7640,2003-02-26,31.94,32.12,32.21,31.75
7641,2003-02-27,30.53,31.76,31.85,30.47
7642,2003-02-27,30.53,31.76,31.85,30.47
7643,2003-02-28,29.63,29.84,29.84,29.06
7644,2003-02-28,29.63,29.84,29.84,29.06
7645,2003-03-03,30.43,29.78,30.52,29.71
7646,2003-03-03,30.43,29.78,30.52,29.71
7647,2003-03-04,31.83,31.05,31.98,30.98
7648,2003-03-04,31.83,31.05,31.98,30.98
7649,2003-03-05,30.38,31.25,31.33,30.38
7650,2003-03-05,30.38,31.25,31.33,30.38
7651,2003-03-06,31.37,31.04,31.53,30.69
7652,2003-03-06,31.37,31.04,31.53,30.69
7653,2003-03-07,31.08,32.64,32.81,30.84
7654,2003-03-07,31.08,32.64,32.81,30.84
7655,2003-03-10,33.31,33.37,33.85,33.08
7656,2003-03-10,33.31,33.37,33.85,33.08
7657,2003-03-11,33.61,33.32,33.75,32.97
7658,2003-03-11,33.61,33.32,33.75,32.97
7659,2003-03-12,33.51,33.69,34.4,33.32
7660,2003-03-12,33.51,33.69,34.4,33.32
7661,2003-03-13,31.76,32.98,32.98,31.67
7662,2003-03-13,31.76,32.98,32.98,31.67
7663,2003-03-14,30.98,30.85,31.25,30.45
7664,2003-03-14,30.98,30.85,31.25,30.45
7665,2003-03-17,31.75,31.85,32.62,31.67
7666,2003-03-17,31.75,31.85,32.62,31.67
7667,2003-03-18,30.43,31.51,31.51,30.24
